budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
29000000,Qwerty Films,UK,Stephen Frears,Biography,27370107,Florence Foster Jenkins,PG-13,12/8/2016,111,6.9,Meryl Streep,35671,Nicholas Martin,2016
18000000,Warner Bros.,USA,Jeff Nichols,Drama,3707794,Midnight Special,PG-13,21/4/2016,112,6.7,Michael Shannon,58549,Jeff Nichols,2016
0,K5 International,USA,Jim Jarmusch,Comedy,2141423,Paterson,R,27/7/2017,118,7.4,Adam Driver,36369,Jim Jarmusch,2016
10000000,Universal Pictures,USA,James DeMonaco,Action,79003080,The Purge: Election Year,R,1/7/2016,108,6,Frank Grillo,60239,James DeMonaco,2016
35000000,Big Talk Productions,UK,Louis Leterrier,Action,6864016,The Brothers Grimsby,R,11/3/2016,83,6.2,Sacha Baron Cohen,67444,Sacha Baron Cohen,2016
105000000,Blue Sky Studios,USA,Mike Thurmeier,Animation,64063008,Ice Age: Collision Course,PG,22/7/2016,94,5.7,Ray Romano,38556,Michael J. Wilson,2016
50000000,Panorama Films,USA,Ben Stiller,Comedy,28848693,Zoolander 2,PG-13,12/2/2016,101,4.7,Ben Stiller,51053,Justin Theroux,2016
0,Parts and Labor,UK,Andrea Arnold,Adventure,662786,American Honey,R,25/11/2016,163,7,Sasha Lane,23250,Andrea Arnold,2016
10000000,Annapurna Pictures,USA,Richard Linklater,Comedy,3369431,Everybody Wants Some!!,R,7/4/2016,117,7,Blake Jenner,39909,Richard Linklater,2016
125000000,Disruption Entertainment,USA,Chris Wedge,Action,33370166,Monster Trucks,PG,13/1/2017,104,5.7,Lucas Till,9244,Derek Connolly,2016
0,Campbell Grobman Films,USA,Philippe Falardeau,Biography,320725,Chuck,R,5/5/2017,98,6.5,Elisabeth Moss,1896,Jeff Feuerzeig,2016
45000000,Amblin Partners,USA,Josh Gordon,Comedy,54730514,Office Christmas Party,R,9/12/2016,105,5.8,Jason Bateman,37358,Justin Malen,2016
7000000,A24,USA,Mike Mills,Comedy,5663855,20th Century Women,R,20/1/2017,119,7.4,Annette Bening,20814,Mike Mills,2016
140000000,Walt Disney Pictures,USA,Steven Spielberg,Adventure,55483770,The BFG,PG,1/7/2016,117,6.4,Mark Rylance,56297,Melissa Mathison,2016
80000000,Walt Disney Pictures,USA,Craig Gillespie,Action,27550735,The Finest Hours,PG-13,29/1/2016,117,6.8,Chris Pine,47688,Scott Silver,2016
20000000,Apatow Productions,USA,Akiva Schaffer,Comedy,9393835,Popstar: Never Stop Never Stopping,R,3/6/2016,87,6.7,Andy Samberg,35620,Andy Samberg,2016
38000000,New Line Cinema,USA,Christian Ditter,Comedy,46813366,How to Be Single,R,12/2/2016,110,6.1,Dakota Johnson,63520,Abby Kohn,2016
250000,Diablo Entertainment (II),USA,J.D. Dillard,Action,3847290,Sleight,R,28/4/2017,89,5.9,Jacob Latimore,4012,J.D. Dillard,2016
0,Cave Painting Pictures,Canada,Jeremy Gillespie,Horror,150372,The Void,NOT RATED,7/4/2017,90,5.8,Aaron Poole,15932,Jeremy Gillespie,2016
1500000,Bow and Arrow Entertainment,UK,Rob Zombie,Horror,779820,31,R,16/9/2016,102,5,Malcolm McDowell,11945,Rob Zombie,2016
15000000,Cinelou Films,USA,Taylor Hackford,Comedy,1658706,The Comedian,R,3/2/2017,120,5.7,Robert De Niro,3729,Art Linson,2016
40000000,Bona Film Group,UK,Ang Lee,Drama,1721524,Billy Lynn's Long Halftime Walk,R,18/11/2016,113,6.3,Joe Alwyn,14631,Ben Fountain,2016
65000000,Walt Disney Pictures,USA,David Lowery,Action,76204454,Pete's Dragon,PG,12/8/2016,102,6.7,Bryce Dallas Howard,41083,David Lowery,2016
27000000,TriStar Pictures,USA,Jodie Foster,Crime,41012075,Money Monster,R,13/5/2016,98,6.5,George Clooney,72997,Jamie Linden,2016
50000000,Bluegrass Films,USA,Gary Ross,Action,20758378,Free State of Jones,R,24/6/2016,139,6.9,Matthew McConaughey,34513,Gary Ross,2016
0,Mockingbird Pictures,USA,Robin Swicord,Drama,259412,Wakefield,R,19/5/2017,106,6.4,Bryan Cranston,6795,E.L. Doctorow,2016
25000000,Open Road Films (II),USA,Garry Marshall,Comedy,32463917,Mother's Day,PG-13,29/4/2016,118,5.6,Jennifer Aniston,22504,Anya Kochoff,2016
25000000,New Regency Pictures,USA,Warren Beatty,Comedy,3647836,Rules Don't Apply,PG-13,23/11/2016,127,5.7,Lily Collins,5192,Warren Beatty,2016
0,Aristar Entertainment,USA,Phillip Guzman,Horror,8834,Dead Awake,NOT RATED,12/5/2017,99,4.6,Jocelin Donahue,1645,Jeffrey Reddick,2016
9000000,Raindog Films,UK,Jeff Nichols,Biography,7696098,Loving,PG-13,4/11/2016,123,7,Ruth Negga,21231,Jeff Nichols,2016
0,Blumhouse Productions,USA,Ricardo de Montreuil,Adventure,6155650,Lowriders,PG-13,12/5/2017,98,5.7,Gabriel Chavarria,980,Elgin James,2016
20000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,73159525,Boo! A Madea Halloween,PG-13,21/10/2016,103,4.7,Tyler Perry,4640,Tyler Perry,2016
0,Blumhouse Productions,USA,Ti West,Action,50381,In a Valley of Violence,R,21/10/2016,104,6,Ethan Hawke,9141,Ti West,2016
10000000,Gramercy Pictures (I),USA,Jason Zada,Horror,26583369,The Forest,PG-13,8/1/2016,93,4.8,Natalie Dormer,30580,Nick Antosca,2016
35000000,Broadway Video,USA,Glenn Ficarra,Biography,23049575,Whiskey Tango Foxtrot,R,4/3/2016,112,6.6,Tina Fey,38907,Robert Carlock,2016
10000000,Dolphin Entertainment,UK,Stewart Hendler,Action,3771397,Max Steel,PG-13,14/10/2016,92,4.6,Ben Winchell,13521,Christopher Yost,2016
0,Everything Is Everything,USA,Sarah Adina Smith,Drama,72622,Buster's Mal Heart,UNRATED,23/5/2017,96,5.9,Rami Malek,2994,Sarah Adina Smith,2016
0,Sixteen Films,UK,Ken Loach,Drama,258168,"I, Daniel Blake",R,9/6/2017,100,7.9,Dave Johns,30977,Paul Laverty,2016
8000000,Shooting Script Films,UK,Roger Spottiswoode,Biography,35070,A Street Cat Named Bob,UNRATED,18/11/2016,103,7.4,Luke Treadaway,16636,James Bowen,2016
0,Desert Wolf Productions,UK,Michael Grandage,Biography,1358018,Genius,PG-13,10/6/2016,104,6.5,Colin Firth,12252,John Logan,2016
8500000,Bron Studios,USA,Nate Parker,Biography,15858754,The Birth of a Nation,R,7/10/2016,120,6.3,Nate Parker,14778,Nate Parker,2016
5000000,Lionsgate,Canada,Adam Wingard,Horror,20747013,La bruja de Blair,R,16/9/2016,89,5,James Allen McCune,29715,Simon Barrett,2016
30000000,X-Filme Creative Pool,UK,Tom Tykwer,Comedy,4198126,A Hologram for the King,R,10/6/2016,98,6.1,Tom Hanks,29436,Dave Eggers,2016
21500000,42,UK,Eran Creevy,Action,2280004,Collide,PG-13,24/2/2017,99,5.7,Nicholas Hoult,9617,F. Scott Frazier,2016
15000000,New Line Cinema,USA,Peter Atencio,Action,20566327,Keanu,R,29/4/2016,100,6.3,Keegan-Michael Key,34580,Jordan Peele,2016
13000000,Columbia Pictures,USA,Patricia Riggen,Biography,61693523,Miracles from Heaven,PG,16/3/2016,109,7,Jennifer Garner,13373,Christy Beam,2016
0,Bank Street Films,USA,Elizabeth Wood,Drama,198493,White Girl,UNRATED,1/12/2016,88,5.8,Morgan Saylor,5245,Elizabeth Wood,2016
29000000,Gary Sanchez Productions,USA,Ben Falcone,Comedy,63034755,The Boss,R,8/4/2016,99,5.4,Melissa McCarthy,31703,Melissa McCarthy,2016
26000000,Broad Green Pictures,USA,Mark Waters,Comedy,17664973,Bad Santa 2,R,23/11/2016,92,5.5,Billy Bob Thornton,13114,Johnny Rosenthal,2016
130000,Changing Film Productions,USA,Bank Tangjaitrong,Adventure,13557,Till We Meet Again,NOT RATED,25/11/2016,105,6.9,John Matton,1248,John Matton,2016
8000000,Cinelou Films,USA,Bruce Beresford,Comedy,685143,Mr. Church,PG-13,16/9/2016,104,7.7,Eddie Murphy,18249,Susan McMartin,2016
900000,Hidden Empire Film Group,USA,Deon Taylor,Comedy,9093856,Meet the Blacks,R,1/4/2016,94,6,Mike Epps,18980,Nicole DeMasi,2016
0,RabbitBandini Productions,USA,Justin Kelly,Crime,28505,King Cobra,NOT RATED,21/10/2016,91,5.6,Garrett Clayton,4894,Justin Kelly,2016
15000000,Demarest Films,USA,D.J. Caruso,Drama,2411580,The Disappointments Room,R,9/9/2016,85,3.9,Kate Beckinsale,6287,Wentworth Miller,2016
10000000,BBC Films,UK,Mick Jackson,Biography,4072226,Denial,PG-13,21/10/2016,109,6.6,Rachel Weisz,10848,David Hare,2016
20000000,StudioCanal,UK,James Watkins,Action,39000,The Take,R,18/11/2016,92,6.3,Idris Elba,23717,Andrew Baldwin,2016
18000000,Gold Circle Films,USA,Kirk Jones,Comedy,59573085,My Big Fat Greek Wedding 2,PG-13,25/3/2016,94,6,Nia Vardalos,22142,Nia Vardalos,2016
17000000,Perfect World Pictures (Beijing),USA,David E. Talbert,Comedy,41715860,Almost Christmas,PG-13,11/11/2016,111,6,Kimberly Elise,3366,David E. Talbert,2016
0,42,UK,Johannes Roberts,Horror,2987063,The Other Side of the Door,R,4/3/2016,96,5.3,Sarah Wayne Callies,13615,Johannes Roberts,2016
5000000,IM Global,USA,Brad Peyton,Horror,4790573,Incarnate,PG-13,2/12/2016,91,5.2,Aaron Eckhart,7778,Ronnie Christensen,2016
0,Parts and Labor,USA,Joshua Marston,Drama,166827,Complete Unknown,R,26/8/2016,91,5.4,Erin Darke,3864,Joshua Marston,2016
0,Bing Feng Bao Entertainment,USA,James Schamus,Drama,3399841,Indignation,R,11/8/2016,110,6.8,Logan Lerman,8479,Philip Roth,2016
4000000,Blumhouse Productions,USA,Greg McLean,Horror,10732841,The Darkness,PG-13,13/5/2016,92,4.4,Kevin Bacon,9450,Greg McLean,2016
3800000,Sycamore Pictures,USA,John Krasinski,Comedy,1016872,The Hollars,PG-13,26/8/2016,88,6.5,Sharlto Copley,7227,Jim Strouse,2016
0,StudioCanal,UK,Susanna White,Crime,3152725,Our Kind of Traitor,R,30/9/2016,108,6.2,Carlos Acosta,13857,John le CarrÈ,2016
8500000,CBS Films,USA,Steve Carr,Animation,19985196,Middle School: The Worst Years of My Life,PG,7/10/2016,92,6.1,Griffin Gluck,4556,Chris Bowman,2016
0,Killer Films,USA,Andrew Neel,Drama,23020,Goat,R,23/9/2016,96,5.7,Ben Schnetzer,4439,David Gordon Green,2016
0,Anna Biller Productions,USA,Anna Biller,Comedy,228894,The Love Witch,UNRATED,10/3/2017,120,6.2,Samantha Robinson,6054,Anna Biller,2016
20000000,LD Entertainment,USA,Kevin Reynolds,Action,36874745,Risen,PG-13,19/2/2016,107,6.3,Joseph Fiennes,19084,Kevin Reynolds,2016
0,Fox Searchlight Pictures,UK,Mandie Fletcher,Comedy,4750497,Absolutely Fabulous: The Movie,R,22/7/2016,91,5.4,Jennifer Saunders,9161,Jennifer Saunders,2016
0,Siempre Viva Productions,USA,Paul Duddridge,Drama,28368,Mothers and Daughters,PG-13,6/5/2016,90,4.9,Selma Blair,1959,Paige Cameron,2016
3500000,Warner Bros. Animation,USA,Sam Liu,Animation,3775000,Batman: The Killing Joke,R,25/7/2016,76,6.5,Kevin Conroy,36333,Brian Azzarello,2016
0,Borderline Presents,USA,Nicolas Pesce,Drama,25981,The Eyes of My Mother,R,2/12/2016,76,6.2,Kika Magalh„es,6947,Nicolas Pesce,2016
